,eyeAct,uAct,uPow,lAct,lPow,img,round
47,neutral,neutral,0.0,neutral,0.0,neutral,0
48,neutral,neutral,0.0,neutral,0.0,neutral,0
49,neutral,neutral,0.0,neutral,0.0,neutral,0
50,neutral,neutral,0.0,neutral,0.0,neutral,0
51,neutral,neutral,0.0,neutral,0.0,neutral,0
52,neutral,neutral,0.0,neutral,0.0,neutral,0
53,neutral,neutral,0.0,neutral,0.0,neutral,0
54,neutral,neutral,0.0,neutral,0.0,neutral,0
55,neutral,neutral,0.0,neutral,0.0,neutral,0
56,neutral,neutral,0.0,neutral,0.0,neutral,0
57,neutral,neutral,0.0,neutral,0.0,neutral,0
58,neutral,neutral,0.0,neutral,0.0,neutral,0
59,neutral,neutral,0.0,neutral,0.0,neutral,0
60,neutral,neutral,0.0,neutral,0.0,neutral,0
61,neutral,neutral,0.0,neutral,0.0,neutral,0
62,neutral,neutral,0.0,neutral,0.0,neutral,0
63,neutral,neutral,0.0,neutral,0.0,neutral,0
64,neutral,neutral,0.0,neutral,0.0,neutral,0
65,neutral,neutral,0.0,neutral,0.0,neutral,0
66,neutral,neutral,0.0,neutral,0.0,neutral,0
67,neutral,neutral,0.0,neutral,0.0,neutral,0
68,neutral,neutral,0.0,neutral,0.0,neutral,0
69,neutral,neutral,0.0,neutral,0.0,neutral,0
70,neutral,neutral,0.0,neutral,0.0,neutral,0
71,neutral,neutral,0.0,neutral,0.0,neutral,0
72,neutral,neutral,0.0,neutral,0.0,neutral,0
73,neutral,neutral,0.0,neutral,0.0,neutral,0
74,neutral,neutral,0.0,neutral,0.0,neutral,0
75,neutral,neutral,0.0,neutral,0.0,neutral,0
76,neutral,neutral,0.0,neutral,0.0,neutral,0
77,neutral,neutral,0.0,neutral,0.0,neutral,0
78,neutral,neutral,0.0,neutral,0.0,neutral,0
79,neutral,neutral,0.0,neutral,0.0,neutral,0
80,neutral,neutral,0.0,neutral,0.0,neutral,0
81,neutral,neutral,0.0,neutral,0.0,neutral,0
82,neutral,neutral,0.0,neutral,0.0,neutral,0
83,neutral,neutral,0.0,neutral,0.0,neutral,0
84,neutral,neutral,0.0,neutral,0.0,neutral,0
85,neutral,neutral,0.0,neutral,0.0,neutral,0
86,neutral,neutral,0.0,neutral,0.0,neutral,0
87,neutral,neutral,0.0,neutral,0.0,neutral,0
88,neutral,neutral,0.0,neutral,0.0,neutral,0
89,neutral,neutral,0.0,neutral,0.0,neutral,0
90,neutral,neutral,0.0,neutral,0.0,neutral,0
91,neutral,neutral,0.0,neutral,0.0,neutral,0
92,neutral,neutral,0.0,neutral,0.0,neutral,0
93,neutral,neutral,0.0,neutral,0.0,neutral,0
94,neutral,neutral,0.0,neutral,0.0,neutral,0
95,neutral,neutral,0.0,neutral,0.0,neutral,0
96,neutral,neutral,0.0,neutral,0.0,neutral,0
97,neutral,neutral,0.0,neutral,0.0,neutral,0
98,neutral,neutral,0.0,neutral,0.0,neutral,0
99,neutral,neutral,0.0,neutral,0.0,neutral,0
100,neutral,neutral,0.0,neutral,0.0,neutral,0
101,neutral,neutral,0.0,neutral,0.0,neutral,0
102,neutral,neutral,0.0,neutral,0.0,neutral,0
103,neutral,neutral,0.0,neutral,0.0,neutral,0
104,neutral,neutral,0.0,neutral,0.0,neutral,0
105,neutral,neutral,0.0,neutral,0.0,neutral,0
106,neutral,neutral,0.0,neutral,0.0,neutral,0
107,neutral,neutral,0.0,neutral,0.0,neutral,0
108,neutral,neutral,0.0,neutral,0.0,neutral,0
109,neutral,neutral,0.0,neutral,0.0,neutral,0
110,neutral,neutral,0.0,neutral,0.0,neutral,0
111,neutral,neutral,0.0,neutral,0.0,neutral,0
112,neutral,neutral,0.0,neutral,0.0,neutral,0
113,neutral,neutral,0.0,neutral,0.0,neutral,0
114,neutral,neutral,0.0,neutral,0.0,neutral,0
115,neutral,neutral,0.0,neutral,0.0,neutral,0
116,neutral,neutral,0.0,neutral,0.0,neutral,0
117,neutral,neutral,0.0,neutral,0.0,neutral,0
118,neutral,neutral,0.0,neutral,0.0,neutral,0
119,neutral,neutral,0.0,neutral,0.0,neutral,0
120,neutral,neutral,0.0,neutral,0.0,neutral,0
121,neutral,neutral,0.0,neutral,0.0,neutral,0
122,neutral,neutral,0.0,neutral,0.0,neutral,0
123,neutral,neutral,0.0,neutral,0.0,neutral,0
124,neutral,neutral,0.0,neutral,0.0,neutral,0
125,neutral,neutral,0.0,neutral,0.0,neutral,0
126,neutral,neutral,0.0,neutral,0.0,neutral,0
127,neutral,neutral,0.0,neutral,0.0,neutral,0
128,neutral,neutral,0.0,neutral,0.0,neutral,0
129,neutral,neutral,0.0,neutral,0.0,neutral,0
130,neutral,neutral,0.0,neutral,0.0,neutral,0
131,neutral,neutral,0.0,neutral,0.0,neutral,0
132,neutral,neutral,0.0,neutral,0.0,neutral,0
133,neutral,neutral,0.0,neutral,0.0,neutral,0
134,neutral,neutral,0.0,neutral,0.0,neutral,0
135,neutral,neutral,0.0,neutral,0.0,neutral,0
136,neutral,neutral,0.0,neutral,0.0,neutral,0
137,neutral,neutral,0.0,neutral,0.0,neutral,0
138,neutral,neutral,0.0,neutral,0.0,neutral,0
139,neutral,neutral,0.0,neutral,0.0,neutral,0
140,neutral,neutral,0.0,neutral,0.0,neutral,0
141,neutral,neutral,0.0,neutral,0.0,neutral,0
142,neutral,neutral,0.0,neutral,0.0,neutral,0
143,neutral,neutral,0.0,neutral,0.0,neutral,0
144,neutral,neutral,0.0,neutral,0.0,neutral,0
145,neutral,neutral,0.0,neutral,0.0,neutral,0
146,neutral,neutral,0.0,neutral,0.0,neutral,0
147,neutral,neutral,0.0,neutral,0.0,neutral,0
148,neutral,neutral,0.0,neutral,0.0,neutral,0
149,neutral,neutral,0.0,neutral,0.0,neutral,0
150,neutral,neutral,0.0,neutral,0.0,neutral,0
151,neutral,neutral,0.0,neutral,0.0,neutral,0
152,neutral,neutral,0.0,neutral,0.0,neutral,0
153,neutral,neutral,0.0,neutral,0.0,neutral,0
154,neutral,neutral,0.0,neutral,0.0,neutral,0
155,neutral,neutral,0.0,neutral,0.0,neutral,0
156,neutral,neutral,0.0,neutral,0.0,neutral,0
157,neutral,neutral,0.0,neutral,0.0,neutral,0
158,neutral,neutral,0.0,neutral,0.0,neutral,0
159,neutral,neutral,0.0,neutral,0.0,neutral,0
160,neutral,neutral,0.0,neutral,0.0,neutral,0
161,neutral,neutral,0.0,neutral,0.0,neutral,0
162,neutral,neutral,0.0,neutral,0.0,neutral,0
163,neutral,neutral,0.0,neutral,0.0,neutral,0
164,neutral,neutral,0.0,neutral,0.0,neutral,0
165,neutral,neutral,0.0,neutral,0.0,neutral,0
166,neutral,neutral,0.0,neutral,0.0,neutral,0
167,neutral,neutral,0.0,neutral,0.0,neutral,0
168,neutral,neutral,0.0,neutral,0.0,neutral,0
169,neutral,neutral,0.0,neutral,0.0,neutral,0
170,neutral,neutral,0.0,neutral,0.0,neutral,0
171,neutral,neutral,0.0,neutral,0.0,neutral,0
172,neutral,neutral,0.0,neutral,0.0,neutral,0
173,neutral,neutral,0.0,neutral,0.0,neutral,0
174,neutral,neutral,0.0,neutral,0.0,neutral,0
175,neutral,neutral,0.0,neutral,0.0,neutral,0
176,neutral,neutral,0.0,neutral,0.0,neutral,0
177,neutral,neutral,0.0,neutral,0.0,neutral,0
178,neutral,neutral,0.0,neutral,0.0,neutral,0
179,neutral,neutral,0.0,neutral,0.0,neutral,0
180,neutral,neutral,0.0,neutral,0.0,neutral,0
181,neutral,neutral,0.0,neutral,0.0,neutral,0
182,neutral,neutral,0.0,neutral,0.0,neutral,0
183,neutral,neutral,0.0,neutral,0.0,neutral,0
184,neutral,neutral,0.0,neutral,0.0,neutral,0
185,neutral,neutral,0.0,neutral,0.0,neutral,0
186,neutral,neutral,0.0,neutral,0.0,neutral,0
187,neutral,neutral,0.0,neutral,0.0,neutral,0
188,neutral,neutral,0.0,neutral,0.0,neutral,0
189,neutral,neutral,0.0,neutral,0.0,neutral,0
190,neutral,neutral,0.0,neutral,0.0,neutral,0
191,neutral,neutral,0.0,neutral,0.0,neutral,0
192,neutral,neutral,0.0,neutral,0.0,neutral,0
193,neutral,neutral,0.0,neutral,0.0,neutral,0
194,neutral,neutral,0.0,neutral,0.0,neutral,0
195,neutral,neutral,0.0,neutral,0.0,neutral,0
196,neutral,neutral,0.0,neutral,0.0,neutral,0
197,neutral,neutral,0.0,neutral,0.0,neutral,0
198,neutral,neutral,0.0,neutral,0.0,neutral,0
199,neutral,neutral,0.0,neutral,0.0,neutral,0
200,neutral,neutral,0.0,neutral,0.0,neutral,0
201,neutral,neutral,0.0,neutral,0.0,neutral,0
202,neutral,neutral,0.0,neutral,0.0,neutral,0
203,neutral,neutral,0.0,neutral,0.0,neutral,0
204,neutral,neutral,0.0,neutral,0.0,neutral,0
205,neutral,neutral,0.0,neutral,0.0,neutral,0
206,neutral,neutral,0.0,neutral,0.0,neutral,0
207,neutral,neutral,0.0,neutral,0.0,neutral,0
208,neutral,neutral,0.0,neutral,0.0,neutral,0
209,neutral,neutral,0.0,neutral,0.0,neutral,0
210,neutral,neutral,0.0,neutral,0.0,neutral,0
211,neutral,neutral,0.0,neutral,0.0,neutral,0
212,neutral,neutral,0.0,neutral,0.0,neutral,0
213,neutral,neutral,0.0,neutral,0.0,neutral,0
214,neutral,neutral,0.0,neutral,0.0,neutral,0
215,neutral,neutral,0.0,neutral,0.0,neutral,0
216,neutral,neutral,0.0,neutral,0.0,neutral,0
217,neutral,neutral,0.0,neutral,0.0,neutral,0
218,neutral,neutral,0.0,neutral,0.0,neutral,0
219,neutral,neutral,0.0,neutral,0.0,neutral,0
220,neutral,neutral,0.0,neutral,0.0,neutral,0
221,neutral,neutral,0.0,neutral,0.0,neutral,0
222,neutral,neutral,0.0,neutral,0.0,neutral,0
223,neutral,neutral,0.0,neutral,0.0,neutral,0
224,neutral,neutral,0.0,neutral,0.0,neutral,0
225,neutral,neutral,0.0,neutral,0.0,neutral,0
226,neutral,neutral,0.0,neutral,0.0,neutral,0
227,neutral,neutral,0.0,neutral,0.0,neutral,0
228,neutral,neutral,0.0,neutral,0.0,neutral,0
229,neutral,neutral,0.0,neutral,0.0,neutral,0
230,neutral,neutral,0.0,neutral,0.0,neutral,0
231,neutral,neutral,0.0,neutral,0.0,neutral,0
232,neutral,neutral,0.0,neutral,0.0,neutral,0
233,neutral,neutral,0.0,neutral,0.0,neutral,0
234,neutral,neutral,0.0,neutral,0.0,neutral,0
235,neutral,neutral,0.0,neutral,0.0,neutral,0
236,neutral,neutral,0.0,neutral,0.0,neutral,0
237,neutral,neutral,0.0,neutral,0.0,neutral,0
238,neutral,neutral,0.0,neutral,0.0,neutral,0
239,neutral,neutral,0.0,neutral,0.0,neutral,0
240,neutral,neutral,0.0,neutral,0.0,neutral,0
241,neutral,neutral,0.0,neutral,0.0,neutral,0
242,neutral,neutral,0.0,neutral,0.0,neutral,0
243,neutral,neutral,0.0,neutral,0.0,neutral,0
244,neutral,neutral,0.0,neutral,0.0,neutral,0
245,neutral,neutral,0.0,neutral,0.0,neutral,0
246,neutral,neutral,0.0,neutral,0.0,neutral,0
247,neutral,neutral,0.0,neutral,0.0,neutral,0
248,neutral,neutral,0.0,neutral,0.0,neutral,0
249,neutral,neutral,0.0,neutral,0.0,neutral,0
250,neutral,neutral,0.0,neutral,0.0,neutral,0
251,neutral,neutral,0.0,neutral,0.0,neutral,0
252,neutral,neutral,0.0,neutral,0.0,neutral,0
253,neutral,neutral,0.0,neutral,0.0,neutral,0
254,neutral,neutral,0.0,neutral,0.0,neutral,0
255,neutral,neutral,0.0,neutral,0.0,neutral,0
256,neutral,neutral,0.0,neutral,0.0,neutral,0
257,neutral,neutral,0.0,neutral,0.0,neutral,0
258,neutral,neutral,0.0,neutral,0.0,neutral,0
259,neutral,neutral,0.0,neutral,0.0,neutral,0
260,neutral,neutral,0.0,neutral,0.0,neutral,0
261,neutral,neutral,0.0,neutral,0.0,neutral,0
262,neutral,neutral,0.0,neutral,0.0,neutral,0
263,neutral,neutral,0.0,neutral,0.0,neutral,0
264,neutral,neutral,0.0,neutral,0.0,neutral,0
265,neutral,neutral,0.0,neutral,0.0,neutral,0
266,neutral,neutral,0.0,neutral,0.0,neutral,0
267,neutral,neutral,0.0,neutral,0.0,neutral,0
268,neutral,neutral,0.0,neutral,0.0,neutral,0
269,neutral,neutral,0.0,neutral,0.0,neutral,0
270,neutral,neutral,0.0,neutral,0.0,neutral,0
271,neutral,neutral,0.0,neutral,0.0,neutral,0
272,neutral,neutral,0.0,neutral,0.0,neutral,0
273,neutral,neutral,0.0,neutral,0.0,neutral,0
274,neutral,neutral,0.0,neutral,0.0,neutral,0
275,neutral,neutral,0.0,neutral,0.0,neutral,0
276,neutral,neutral,0.0,neutral,0.0,neutral,0
277,neutral,neutral,0.0,neutral,0.0,neutral,0
278,neutral,neutral,0.0,neutral,0.0,neutral,0
279,neutral,neutral,0.0,neutral,0.0,neutral,0
280,neutral,neutral,0.0,neutral,0.0,neutral,0
281,neutral,neutral,0.0,neutral,0.0,neutral,0
282,neutral,neutral,0.0,neutral,0.0,neutral,0
283,neutral,neutral,0.0,neutral,0.0,neutral,0
284,neutral,neutral,0.0,neutral,0.0,neutral,0
285,neutral,neutral,0.0,neutral,0.0,neutral,0
286,neutral,neutral,0.0,neutral,0.0,neutral,0
287,neutral,neutral,0.0,neutral,0.0,neutral,0
288,neutral,neutral,0.0,neutral,0.0,neutral,0
289,neutral,neutral,0.0,neutral,0.0,neutral,0
290,neutral,neutral,0.0,neutral,0.0,neutral,0
291,neutral,neutral,0.0,neutral,0.0,neutral,0
292,neutral,neutral,0.0,neutral,0.0,neutral,0
293,neutral,neutral,0.0,neutral,0.0,neutral,0
294,neutral,neutral,0.0,neutral,0.0,neutral,0
295,neutral,neutral,0.0,neutral,0.0,neutral,0
296,neutral,neutral,0.0,neutral,0.0,neutral,0
297,neutral,neutral,0.0,neutral,0.0,neutral,0
298,neutral,neutral,0.0,neutral,0.0,neutral,0
299,neutral,neutral,0.0,neutral,0.0,neutral,0
300,neutral,neutral,0.0,neutral,0.0,neutral,0
301,neutral,neutral,0.0,neutral,0.0,neutral,0
302,neutral,neutral,0.0,neutral,0.0,neutral,0
303,neutral,neutral,0.0,neutral,0.0,neutral,0
304,neutral,neutral,0.0,neutral,0.0,neutral,0
305,neutral,neutral,0.0,neutral,0.0,neutral,0
306,neutral,neutral,0.0,neutral,0.0,neutral,0
307,neutral,neutral,0.0,neutral,0.0,neutral,0
308,neutral,neutral,0.0,neutral,0.0,neutral,0
309,neutral,neutral,0.0,neutral,0.0,neutral,0
310,neutral,neutral,0.0,neutral,0.0,neutral,0
311,neutral,neutral,0.0,neutral,0.0,neutral,0
312,neutral,neutral,0.0,neutral,0.0,neutral,0
313,neutral,neutral,0.0,neutral,0.0,neutral,0
314,neutral,neutral,0.0,neutral,0.0,neutral,0
315,neutral,neutral,0.0,neutral,0.0,neutral,0
316,neutral,neutral,0.0,neutral,0.0,neutral,0
317,neutral,neutral,0.0,neutral,0.0,neutral,0
318,neutral,neutral,0.0,neutral,0.0,neutral,0
319,neutral,neutral,0.0,neutral,0.0,neutral,0
320,neutral,neutral,0.0,neutral,0.0,neutral,0
321,neutral,neutral,0.0,neutral,0.0,neutral,0
322,neutral,neutral,0.0,neutral,0.0,neutral,0
323,neutral,neutral,0.0,neutral,0.0,neutral,0
324,neutral,neutral,0.0,neutral,0.0,neutral,0
325,neutral,neutral,0.0,neutral,0.0,neutral,0
326,neutral,neutral,0.0,neutral,0.0,neutral,0
327,neutral,neutral,0.0,neutral,0.0,neutral,0
328,neutral,neutral,0.0,neutral,0.0,neutral,0
329,neutral,neutral,0.0,neutral,0.0,neutral,0
330,neutral,neutral,0.0,neutral,0.0,neutral,0
331,neutral,neutral,0.0,neutral,0.0,neutral,0
332,neutral,neutral,0.0,neutral,0.0,neutral,0
333,neutral,neutral,0.0,neutral,0.0,neutral,0
334,neutral,neutral,0.0,neutral,0.0,neutral,0
335,neutral,neutral,0.0,neutral,0.0,neutral,0
336,neutral,neutral,0.0,neutral,0.0,neutral,0
337,neutral,neutral,0.0,neutral,0.0,neutral,0
338,neutral,neutral,0.0,neutral,0.0,neutral,0
339,neutral,neutral,0.0,neutral,0.0,neutral,0
340,neutral,neutral,0.0,neutral,0.0,neutral,0
341,neutral,neutral,0.0,neutral,0.0,neutral,0
342,neutral,neutral,0.0,neutral,0.0,neutral,0
343,neutral,neutral,0.0,neutral,0.0,neutral,0
344,neutral,neutral,0.0,neutral,0.0,neutral,0
345,neutral,neutral,0.0,neutral,0.0,neutral,0
346,neutral,neutral,0.0,neutral,0.0,neutral,0
347,neutral,neutral,0.0,neutral,0.0,neutral,0
348,neutral,neutral,0.0,neutral,0.0,neutral,0
349,neutral,neutral,0.0,neutral,0.0,neutral,0
350,neutral,neutral,0.0,neutral,0.0,neutral,0
351,neutral,neutral,0.0,neutral,0.0,neutral,0
352,neutral,neutral,0.0,neutral,0.0,neutral,0
353,neutral,neutral,0.0,neutral,0.0,neutral,0
354,neutral,neutral,0.0,neutral,0.0,neutral,0
355,neutral,neutral,0.0,neutral,0.0,neutral,0
356,neutral,neutral,0.0,neutral,0.0,neutral,0
357,neutral,neutral,0.0,neutral,0.0,neutral,0
358,neutral,neutral,0.0,neutral,0.0,neutral,0
359,neutral,neutral,0.0,neutral,0.0,neutral,0
360,neutral,neutral,0.0,neutral,0.0,neutral,0
361,neutral,neutral,0.0,neutral,0.0,neutral,0
362,neutral,neutral,0.0,neutral,0.0,neutral,0
363,neutral,neutral,0.0,neutral,0.0,neutral,0
364,neutral,neutral,0.0,neutral,0.0,neutral,0
365,neutral,neutral,0.0,neutral,0.0,neutral,0
366,neutral,neutral,0.0,neutral,0.0,neutral,0
367,neutral,neutral,0.0,neutral,0.0,neutral,0
368,neutral,neutral,0.0,neutral,0.0,neutral,0
369,neutral,neutral,0.0,neutral,0.0,neutral,0
370,neutral,neutral,0.0,neutral,0.0,neutral,0
371,neutral,neutral,0.0,neutral,0.0,neutral,0
372,neutral,neutral,0.0,neutral,0.0,neutral,0
373,neutral,neutral,0.0,neutral,0.0,neutral,0
374,neutral,neutral,0.0,neutral,0.0,neutral,0
375,neutral,neutral,0.0,neutral,0.0,neutral,0
376,neutral,neutral,0.0,neutral,0.0,neutral,0
377,neutral,neutral,0.0,neutral,0.0,neutral,0
378,neutral,neutral,0.0,neutral,0.0,neutral,0
379,neutral,neutral,0.0,neutral,0.0,neutral,0
380,neutral,neutral,0.0,neutral,0.0,neutral,0
381,neutral,neutral,0.0,neutral,0.0,neutral,0
382,neutral,neutral,0.0,neutral,0.0,neutral,0
383,neutral,neutral,0.0,neutral,0.0,neutral,0
384,neutral,neutral,0.0,neutral,0.0,neutral,0
385,neutral,neutral,0.0,neutral,0.0,neutral,0
386,neutral,neutral,0.0,neutral,0.0,neutral,0
387,neutral,neutral,0.0,neutral,0.0,neutral,0
388,neutral,neutral,0.0,neutral,0.0,neutral,0
389,neutral,neutral,0.0,neutral,0.0,neutral,0
390,neutral,neutral,0.0,neutral,0.0,neutral,0
391,neutral,neutral,0.0,neutral,0.0,neutral,0
392,neutral,neutral,0.0,neutral,0.0,neutral,0
393,neutral,neutral,0.0,neutral,0.0,neutral,0
394,neutral,neutral,0.0,neutral,0.0,neutral,0
395,neutral,neutral,0.0,neutral,0.0,neutral,0
396,neutral,neutral,0.0,neutral,0.0,neutral,0
397,neutral,neutral,0.0,neutral,0.0,neutral,0
398,neutral,neutral,0.0,neutral,0.0,neutral,0
399,neutral,neutral,0.0,neutral,0.0,neutral,0
400,neutral,neutral,0.0,neutral,0.0,neutral,0
401,neutral,neutral,0.0,neutral,0.0,neutral,0
402,neutral,neutral,0.0,neutral,0.0,neutral,0
403,neutral,neutral,0.0,neutral,0.0,neutral,0
404,neutral,neutral,0.0,neutral,0.0,neutral,0
405,neutral,neutral,0.0,neutral,0.0,neutral,0
406,neutral,neutral,0.0,neutral,0.0,neutral,0
407,neutral,neutral,0.0,neutral,0.0,neutral,0
408,neutral,neutral,0.0,neutral,0.0,neutral,0
409,neutral,neutral,0.0,neutral,0.0,neutral,0
410,neutral,neutral,0.0,neutral,0.0,neutral,0
411,neutral,neutral,0.0,neutral,0.0,neutral,0
412,neutral,neutral,0.0,neutral,0.0,neutral,0
413,neutral,neutral,0.0,neutral,0.0,neutral,0
414,neutral,neutral,0.0,neutral,0.0,neutral,0
415,neutral,neutral,0.0,neutral,0.0,neutral,0
416,neutral,neutral,0.0,neutral,0.0,neutral,0
417,neutral,neutral,0.0,neutral,0.0,neutral,0
418,neutral,neutral,0.0,neutral,0.0,neutral,0
419,neutral,neutral,0.0,neutral,0.0,neutral,0
420,neutral,neutral,0.0,neutral,0.0,neutral,0
421,neutral,neutral,0.0,neutral,0.0,neutral,0
422,neutral,neutral,0.0,neutral,0.0,neutral,0
423,neutral,neutral,0.0,neutral,0.0,neutral,0
424,neutral,neutral,0.0,neutral,0.0,neutral,0
425,neutral,neutral,0.0,neutral,0.0,neutral,0
426,neutral,neutral,0.0,neutral,0.0,neutral,0
427,neutral,neutral,0.0,neutral,0.0,neutral,0
428,neutral,neutral,0.0,neutral,0.0,neutral,0
429,neutral,neutral,0.0,neutral,0.0,neutral,0
430,neutral,neutral,0.0,neutral,0.0,neutral,0
431,neutral,neutral,0.0,neutral,0.0,neutral,0
432,neutral,neutral,0.0,neutral,0.0,neutral,0
433,neutral,neutral,0.0,neutral,0.0,neutral,0
434,neutral,neutral,0.0,neutral,0.0,neutral,0
435,neutral,neutral,0.0,neutral,0.0,neutral,0
436,neutral,neutral,0.0,neutral,0.0,neutral,0
437,neutral,neutral,0.0,neutral,0.0,neutral,0
438,neutral,neutral,0.0,neutral,0.0,neutral,0
439,neutral,neutral,0.0,neutral,0.0,neutral,0
440,neutral,neutral,0.0,neutral,0.0,neutral,0
441,neutral,neutral,0.0,neutral,0.0,neutral,0
442,neutral,neutral,0.0,neutral,0.0,neutral,0
443,neutral,neutral,0.0,neutral,0.0,neutral,0
444,neutral,neutral,0.0,neutral,0.0,neutral,0
445,neutral,neutral,0.0,neutral,0.0,neutral,0
446,neutral,neutral,0.0,neutral,0.0,neutral,0
447,neutral,neutral,0.0,neutral,0.0,neutral,0
448,neutral,neutral,0.0,neutral,0.0,neutral,0
449,neutral,neutral,0.0,neutral,0.0,neutral,0
450,neutral,neutral,0.0,neutral,0.0,neutral,0
451,neutral,neutral,0.0,neutral,0.0,neutral,0
452,neutral,neutral,0.0,neutral,0.0,neutral,0
453,neutral,neutral,0.0,neutral,0.0,neutral,0
454,neutral,neutral,0.0,neutral,0.0,neutral,0
455,neutral,neutral,0.0,neutral,0.0,neutral,0
456,neutral,neutral,0.0,neutral,0.0,neutral,0
457,neutral,neutral,0.0,neutral,0.0,neutral,0
458,neutral,neutral,0.0,neutral,0.0,neutral,0
459,neutral,neutral,0.0,neutral,0.0,neutral,0
460,neutral,neutral,0.0,neutral,0.0,neutral,0
461,neutral,neutral,0.0,neutral,0.0,neutral,0
462,neutral,neutral,0.0,neutral,0.0,neutral,0
463,neutral,neutral,0.0,neutral,0.0,neutral,0
464,neutral,neutral,0.0,neutral,0.0,neutral,0
465,neutral,neutral,0.0,neutral,0.0,neutral,0
466,neutral,neutral,0.0,neutral,0.0,neutral,0
467,neutral,neutral,0.0,neutral,0.0,neutral,0
468,neutral,neutral,0.0,neutral,0.0,neutral,0
469,neutral,neutral,0.0,neutral,0.0,neutral,0
470,neutral,neutral,0.0,neutral,0.0,neutral,0
471,neutral,neutral,0.0,neutral,0.0,neutral,0
472,neutral,neutral,0.0,neutral,0.0,neutral,0
473,neutral,neutral,0.0,neutral,0.0,neutral,0
474,neutral,neutral,0.0,neutral,0.0,neutral,0
475,neutral,neutral,0.0,neutral,0.0,neutral,0
476,neutral,neutral,0.0,neutral,0.0,neutral,0
477,neutral,neutral,0.0,neutral,0.0,neutral,0
478,neutral,neutral,0.0,neutral,0.0,neutral,0
479,neutral,neutral,0.0,neutral,0.0,neutral,0
480,neutral,neutral,0.0,neutral,0.0,neutral,0
481,neutral,neutral,0.0,neutral,0.0,neutral,0
482,neutral,neutral,0.0,neutral,0.0,neutral,0
483,neutral,neutral,0.0,neutral,0.0,neutral,0
484,neutral,neutral,0.0,neutral,0.0,neutral,0
485,neutral,neutral,0.0,neutral,0.0,neutral,0
486,neutral,neutral,0.0,neutral,0.0,neutral,0
487,neutral,neutral,0.0,neutral,0.0,neutral,0
488,neutral,neutral,0.0,neutral,0.0,neutral,0
489,neutral,neutral,0.0,neutral,0.0,neutral,0
490,neutral,neutral,0.0,neutral,0.0,neutral,0
491,neutral,neutral,0.0,neutral,0.0,neutral,0
492,neutral,neutral,0.0,neutral,0.0,neutral,0
493,neutral,neutral,0.0,neutral,0.0,neutral,0
494,neutral,neutral,0.0,neutral,0.0,neutral,0
495,neutral,neutral,0.0,neutral,0.0,neutral,0
496,neutral,neutral,0.0,neutral,0.0,neutral,0
497,neutral,neutral,0.0,neutral,0.0,neutral,0
